vehicle_name,traffic_control_device,weather_condition,lighting_condition,trafficway_type,roadway_surface_cond,road_defect,crash_hour,crash_day_of_week,crash_month
Toyota Fortuner,TRAFFIC SIGNAL,CLEAR,DAWN,Y-INTERSECTION,"SAND, MUD, DIRT",NO DEFECTS,9,5,1
Maruti Suzuki Brezza,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",12,5,7
Hyundai Creta,TRAFFIC SIGNAL,SLEET/HAIL,DARKNESS,NOT DIVIDED,WET,"RUT, HOLES",21,5,6
Maruti Suzuki Baleno,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,UNKNOWN,19,6,12
Mahindra Scorpio,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,14,4,1
Honda Amaze,NO CONTROLS,OTHER,DAYLIGHT,NOT DIVIDED,DRY,OTHER,8,7,8
Maruti Suzuki Swift,STOP SIGN/FLASHER,UNKNOWN,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",WORN SURFACE,8,1,9
Renault Kiger,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,OTHER,NO DEFECTS,22,7,7
Hyundai i20,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,8,5,1
Maruti Suzuki Baleno,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,DRY,WORN SURFACE,19,7,12
Tata Harrier,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",11,3,7
Honda Amaze,STOP SIGN/FLASHER,RAIN,DARKNESS,ALLEY,DRY,NO DEFECTS,23,6,8
Maruti Suzuki Brezza,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT REPORTED,DRY,DEBRIS ON ROADWAY,11,5,4
Honda City,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,11,6,7
Mahindra Thar,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,OTHER,"RUT, HOLES",16,3,7
Nissan Magnite,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,WORN SURFACE,21,7,1
Renault Kiger,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,DRY,WORN SURFACE,23,7,2
Honda City,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,17,4,11
Honda Amaze,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",18,4,4
Tata Harrier,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,15,5,3
Hyundai Verna,NO CONTROLS,RAIN,DAWN,NOT DIVIDED,DRY,"RUT, HOLES",18,2,7
Nissan Magnite,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,T-INTERSECTION,DRY,"RUT, HOLES",20,4,9
Mahindra Scorpio,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",SHOULDER DEFECT,8,7,1
Mahindra XUV700,UNKNOWN,RAIN,DAWN,NOT DIVIDED,DRY,NO DEFECTS,16,3,8
Maruti Suzuki Baleno,PEDESTRIAN CROSSING SIGN,CLEAR,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",WORN SURFACE,15,6,2
Honda City,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,15,5,1
Hyundai Creta,NO CONTROLS,CLEAR,DARKNESS,FOUR WAY,DRY,"RUT, HOLES",20,3,1
Toyota Innova,PEDESTRIAN CROSSING SIGN,UNKNOWN,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,11,5,10
Tata Harrier,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,OTHER,NO DEFECTS,8,7,2
Renault Kiger,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,"FIVE POINT, OR MORE",DRY,WORN SURFACE,8,5,1
Hyundai Verna,STOP SIGN/FLASHER,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,8,6,7
Mahindra XUV700,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,14,6,11
Renault Kiger,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,"SAND, MUD, DIRT",DEBRIS ON ROADWAY,21,1,5
Tata Nexon,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT","RUT, HOLES",16,1,7
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,UNKNOWN,DARKNESS,NOT REPORTED,"SAND, MUD, DIRT",SHOULDER DEFECT,20,1,1
Maruti Suzuki Baleno,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,7,2,7
Kia Sonet,NO CONTROLS,CLEAR,DARKNESS,UNKNOWN INTERSECTION TYPE,UNKNOWN,WORN SURFACE,21,6,8
Renault Kiger,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,SHOULDER DEFECT,16,4,8
Honda Amaze,PEDESTRIAN CROSSING SIGN,CLEAR,DARKNESS,NOT DIVIDED,"SAND, MUD, DIRT",SHOULDER DEFECT,1,2,6
Nissan Magnite,TRAFFIC SIGNAL,RAIN,DUSK,FOUR WAY,WET,WORN SURFACE,16,5,6
Hyundai Verna,STOP SIGN/FLASHER,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,22,6,2
Volkswagen Virtus,STOP SIGN/FLASHER,RAIN,UNKNOWN,NOT DIVIDED,WET,"RUT, HOLES",4,2,6
Honda City,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,T-INTERSECTION,DRY,NO DEFECTS,16,3,2
Hyundai i20,STOP SIGN/FLASHER,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,21,2,9
Mahindra Scorpio,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,1,5,12
Hyundai Venue,TRAFFIC SIGNAL,OTHER,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,16,2,12
Tata Nexon,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,14,6,11
Hyundai i20,STOP SIGN/FLASHER,OTHER,DAYLIGHT,UNKNOWN INTERSECTION TYPE,DRY,"RUT, HOLES",11,2,8
Kia Sonet,YIELD,RAIN,DAYLIGHT,ONE-WAY,"SAND, MUD, DIRT",NO DEFECTS,16,1,9
Nissan Magnite,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,NOT REPORTED,OTHER,WORN SURFACE,2,7,5
Tata Altroz,TRAFFIC SIGNAL,RAIN,DAYLIGHT,Y-INTERSECTION,UNKNOWN,NO DEFECTS,18,3,8
Tata Nexon,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,0,4,7
Maruti Suzuki Swift,RAILROAD CROSSING GATE,RAIN,DAYLIGHT,Y-INTERSECTION,DRY,WORN SURFACE,10,1,7
Tata Punch,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,14,4,9
Hyundai Verna,UNKNOWN,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",12,2,5
Maruti Suzuki Brezza,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,10,7,6
Honda City,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,T-INTERSECTION,DRY,"RUT, HOLES",19,6,12
Mahindra Thar,PEDESTRIAN CROSSING SIGN,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,NO DEFECTS,21,5,1
Hyundai Creta,TRAFFIC SIGNAL,RAIN,DARKNESS,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,20,6,7
Maruti Suzuki Brezza,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,15,3,11
Hyundai Creta,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,WET,WORN SURFACE,20,4,8
Maruti Suzuki Brezza,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,21,1,8
Mahindra Scorpio,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,T-INTERSECTION,DRY,NO DEFECTS,12,1,4
Tata Altroz,NO CONTROLS,RAIN,DAYLIGHT,T-INTERSECTION,DRY,NO DEFECTS,9,3,6
Kia Sonet,TRAFFIC SIGNAL,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,5,6,11
Toyota Fortuner,NO CONTROLS,CLOUDY/OVERCAST,DUSK,NOT DIVIDED,DRY,NO DEFECTS,14,5,8
Toyota Fortuner,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,22,4,7
Mahindra Thar,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,15,7,2
Maruti Suzuki Wagon R,NO CONTROLS,FOG/SMOKE/HAZE,DAWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,15,4,1
Hyundai Creta,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,OTHER,"RUT, HOLES",5,4,12
Maruti Suzuki Baleno,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,FOUR WAY,DRY,UNKNOWN,7,7,6
Kia Sonet,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,13,2,8
Tata Nexon,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,DRY,WORN SURFACE,22,2,1
Hyundai Verna,UNKNOWN,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO DEFECTS,11,4,9
Skoda Slavia,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,WET,DEBRIS ON ROADWAY,20,5,12
Toyota Innova,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,6,2,8
Hyundai Verna,PEDESTRIAN CROSSING SIGN,CLOUDY/OVERCAST,DUSK,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,16,3,2
Kia Sonet,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,16,2,8
Honda Amaze,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,UNKNOWN,"RUT, HOLES",20,7,9
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,RAIN,DARKNESS,FOUR WAY,WET,OTHER,0,6,6
Honda City,NO CONTROLS,UNKNOWN,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,8,2,11
Toyota Fortuner,LANE USE MARKING,RAIN,DAWN,FOUR WAY,WET,UNKNOWN,8,4,8
Honda Amaze,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,WET,WORN SURFACE,22,5,11
Nissan Magnite,OTHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,7,1,8
Mahindra Scorpio,FLASHING CONTROL SIGNAL,CLEAR,DARKNESS,FOUR WAY,UNKNOWN,WORN SURFACE,1,7,2
Tata Punch,STOP SIGN/FLASHER,RAIN,DAYLIGHT,FOUR WAY,WET,NO DEFECTS,15,4,6
Maruti Suzuki Wagon R,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",15,2,3
Skoda Slavia,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,OTHER,NO DEFECTS,19,4,11
Honda Amaze,FLASHING CONTROL SIGNAL,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,"RUT, HOLES",20,7,9
Volkswagen Virtus,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",15,1,9
Tata Harrier,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,"RUT, HOLES",21,2,5
Hyundai Verna,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",18,2,3
Hyundai Venue,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,WORN SURFACE,9,1,9
Hyundai Creta,STOP SIGN/FLASHER,CLEAR,DARKNESS,DIVIDED - W/MEDIAN BARRIER,DRY,OTHER,21,2,7
Maruti Suzuki Brezza,NO CONTROLS,RAIN,DAYLIGHT,NOT REPORTED,WET,WORN SURFACE,17,6,4
Maruti Suzuki Wagon R,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,12,5,8
Maruti Suzuki Brezza,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,OTHER,NO DEFECTS,16,5,1
Hyundai Venue,STOP SIGN/FLASHER,FOG/SMOKE/HAZE,DUSK,NOT DIVIDED,DRY,NO DEFECTS,8,2,6
Volkswagen Virtus,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,6,3,7
Toyota Fortuner,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",17,7,2
Tata Harrier,NO CONTROLS,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,"RUT, HOLES",19,2,12
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",18,7,4
Skoda Slavia,NO CONTROLS,RAIN,DAYLIGHT,FOUR WAY,WET,OTHER,8,5,2
Skoda Slavia,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT",NO DEFECTS,22,4,4
Toyota Fortuner,NO CONTROLS,CLOUDY/OVERCAST,DAWN,NOT DIVIDED,DRY,"RUT, HOLES",0,2,9
Renault Kiger,YIELD,RAIN,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,11,6,7
Kia Seltos,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,9,7,8
Hyundai i20,UNKNOWN,FOG/SMOKE/HAZE,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",5,2,1
Maruti Suzuki Brezza,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",DEBRIS ON ROADWAY,12,1,1
Mahindra Scorpio,NO CONTROLS,RAIN,DAYLIGHT,T-INTERSECTION,WET,"RUT, HOLES",16,6,7
Maruti Suzuki Swift,OTHER REG. SIGN,CLEAR,"DARKNESS, LIGHTED ROAD",RAMP,OTHER,WORN SURFACE,20,5,10
Hyundai Venue,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,DRY,DEBRIS ON ROADWAY,23,4,11
Hyundai Verna,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,OTHER,"RUT, HOLES",19,4,1
Honda Amaze,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,14,4,7
Tata Punch,NO CONTROLS,FOG/SMOKE/HAZE,DUSK,FOUR WAY,DRY,WORN SURFACE,17,3,11
Tata Altroz,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,WORN SURFACE,19,1,6
Hyundai Verna,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,OTHER,NO DEFECTS,13,6,10
Toyota Innova,NO CONTROLS,CLEAR,DUSK,T-INTERSECTION,DRY,"RUT, HOLES",18,4,2
Mahindra Thar,STOP SIGN/FLASHER,SLEET/HAIL,DAYLIGHT,T-INTERSECTION,WET,"RUT, HOLES",14,6,12
Hyundai Verna,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,SHOULDER DEFECT,12,7,9
Tata Nexon,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,15,2,12
Maruti Suzuki Baleno,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",17,6,9
Tata Punch,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,DRY,"RUT, HOLES",18,7,6
Honda City,STOP SIGN/FLASHER,OTHER,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",11,6,12
Volkswagen Virtus,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",OTHER,15,2,5
Toyota Innova,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,OTHER,21,7,6
Mahindra Thar,NO CONTROLS,UNKNOWN,DARKNESS,ALLEY,DRY,NO DEFECTS,23,6,9
Hyundai Verna,OTHER,CLOUDY/OVERCAST,DAYLIGHT,UNKNOWN INTERSECTION TYPE,DRY,NO DEFECTS,8,4,9
Honda City,LANE USE MARKING,FOG/SMOKE/HAZE,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,6,5,12
Volkswagen Virtus,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,17,6,4
Skoda Slavia,PEDESTRIAN CROSSING SIGN,CLEAR,DAYLIGHT,Y-INTERSECTION,DRY,"RUT, HOLES",12,1,10
Kia Sonet,TRAFFIC SIGNAL,OTHER,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,DRY,"RUT, HOLES",0,7,9
Nissan Magnite,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,11,7,1
Toyota Fortuner,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,19,3,6
Hyundai Venue,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,19,6,5
Maruti Suzuki Swift,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,"RUT, HOLES",14,4,5
Hyundai Creta,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAWN,NOT DIVIDED,"SAND, MUD, DIRT",WORN SURFACE,14,1,12
Tata Nexon,STOP SIGN/FLASHER,RAIN,DAYLIGHT,ONE-WAY,"SAND, MUD, DIRT",NO DEFECTS,15,7,8
Honda City,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,T-INTERSECTION,DRY,NO DEFECTS,8,2,9
Tata Punch,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",WORN SURFACE,15,1,12
Mahindra Thar,STOP SIGN/FLASHER,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT",SHOULDER DEFECT,0,6,6
Tata Nexon,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,T-INTERSECTION,UNKNOWN,NO DEFECTS,14,1,10
Hyundai Creta,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",11,6,7
Maruti Suzuki Baleno,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,17,7,11
Maruti Suzuki Brezza,NO CONTROLS,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,16,4,3
Nissan Magnite,OTHER REG. SIGN,FOG/SMOKE/HAZE,DAYLIGHT,T-INTERSECTION,DRY,WORN SURFACE,8,1,12
Kia Sonet,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,0,2,4
Renault Kiger,NO CONTROLS,RAIN,DAYLIGHT,FOUR WAY,WET,"RUT, HOLES",9,7,6
Mahindra Thar,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,16,4,9
Honda City,OTHER WARNING SIGN,RAIN,DARKNESS,NOT DIVIDED,WET,WORN SURFACE,3,5,6
Tata Punch,STOP SIGN/FLASHER,RAIN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),OTHER,"RUT, HOLES",5,2,8
Renault Kiger,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,16,7,7
Mahindra Scorpio,STOP SIGN/FLASHER,SLEET/HAIL,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,18,4,9
Hyundai i20,NO CONTROLS,RAIN,DAYLIGHT,T-INTERSECTION,WET,WORN SURFACE,10,5,4
Tata Punch,UNKNOWN,FOG/SMOKE/HAZE,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,8,5,1
Renault Kiger,STOP SIGN/FLASHER,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,22,6,5
Nissan Magnite,STOP SIGN/FLASHER,RAIN,DARKNESS,T-INTERSECTION,OTHER,NO DEFECTS,22,2,7
Maruti Suzuki Baleno,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,10,7,3
Maruti Suzuki Swift,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,WET,"RUT, HOLES",19,2,6
Hyundai Creta,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,DRY,SHOULDER DEFECT,16,2,6
Hyundai Creta,TRAFFIC SIGNAL,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,23,1,1
Maruti Suzuki Swift,PEDESTRIAN CROSSING SIGN,UNKNOWN,DARKNESS,OTHER,WET,WORN SURFACE,14,1,8
Mahindra Scorpio,NO CONTROLS,FOG/SMOKE/HAZE,DAWN,NOT DIVIDED,DRY,NO DEFECTS,18,4,11
Tata Punch,YIELD,CLOUDY/OVERCAST,DAWN,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,18,2,2
Maruti Suzuki Swift,STOP SIGN/FLASHER,UNKNOWN,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,14,2,8
Mahindra Thar,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,DIVIDED - W/MEDIAN BARRIER,"SAND, MUD, DIRT",NO DEFECTS,19,7,9
Renault Kiger,NO CONTROLS,OTHER,DAYLIGHT,TRAFFIC ROUTE,WET,"RUT, HOLES",9,7,7
Honda Amaze,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,WET,DEBRIS ON ROADWAY,6,3,9
Hyundai Venue,NO CONTROLS,UNKNOWN,DAYLIGHT,FOUR WAY,DRY,WORN SURFACE,13,3,6
Maruti Suzuki Baleno,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,WORN SURFACE,22,3,7
Honda Amaze,NO CONTROLS,FREEZING RAIN/DRIZZLE,DAYLIGHT,NOT DIVIDED,OTHER,"RUT, HOLES",14,7,1
Mahindra Thar,TRAFFIC SIGNAL,RAIN,DAYLIGHT,FOUR WAY,WET,"RUT, HOLES",16,1,9
Tata Punch,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,16,5,8
Maruti Suzuki Baleno,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,6,2,1
Skoda Slavia,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,FOUR WAY,UNKNOWN,"RUT, HOLES",12,6,6
Nissan Magnite,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,17,5,12
Kia Sonet,STOP SIGN/FLASHER,CLEAR,DARKNESS,T-INTERSECTION,DRY,NO DEFECTS,22,3,7
Hyundai Creta,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,WORN SURFACE,7,1,7
Volkswagen Virtus,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,Y-INTERSECTION,UNKNOWN,NO DEFECTS,8,6,11
Hyundai i20,STOP SIGN/FLASHER,UNKNOWN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",5,1,9
Kia Sonet,LANE USE MARKING,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",8,3,8
Hyundai i20,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,WORN SURFACE,12,2,10
Honda Amaze,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,15,5,11
Mahindra Scorpio,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,8,4,7
Mahindra Thar,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,8,3,7
Tata Altroz,STOP SIGN/FLASHER,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,"RUT, HOLES",18,4,6
Honda City,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,21,4,12
Hyundai i20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,"SAND, MUD, DIRT",UNKNOWN,10,5,9
Mahindra Scorpio,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,L-INTERSECTION,DRY,WORN SURFACE,16,7,1
Maruti Suzuki Wagon R,YIELD,FOG/SMOKE/HAZE,DAYLIGHT,CENTER TURN LANE,"SAND, MUD, DIRT","RUT, HOLES",7,2,11
Nissan Magnite,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,WORN SURFACE,21,5,7
Hyundai Venue,STOP SIGN/FLASHER,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,15,1,1
Maruti Suzuki Brezza,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,DRY,OTHER,19,6,8
